Column 0;Column 1;Column 2;Column 3;Column 4;Column 5;Column 6;Column 7;Column 8;versione
2760631;3AI;2760631;INI;A122;3;6; - ;;117
2760631;3AI;2760631;INI;L142;4;3; - ;;117
2760631;3AI;2760631;INI;L142;4;4; - ;;117
2760631;5AI;2760631;INI;A206;4;5; - ;;117
2760631;4AI;2760631;INI;L146;5;1; - ;;117
2760631;4AI;2760631;INI;L146;5;2; - ;;117
2760631;3AI;2760631;INI;A122;5;4; - ;;117
2760631;5AI;2760631;INI;L145;5;5; - ;;117
2760631;5AI;2760631;INI;L145;5;6; - ;;117
4017860;5BE;4017860;LIT;A062;1;4; - ;;117
4017860;4FI;4017860;LIT;A162;1;5; - ;;117
4017860;4FI;4017860;LIT;A162;2;1; - ;;117
4017860;4FI;4017860;LIT;A162;2;2; - ;;117
4017860;3BE;4017860;LIT;A320;2;4; - ;;117
4017860;5BE;4017860;STO;A315;2;5; - ;;117
4017860;5BE;4017860;STO;A221;2;6; - ;;117
4017860;5BE;4017860;LIT;A308;3;2; - ;;117
4017860;3BE;4017860;LIT;A320;3;4; - ;;117
4017860;3BE;4017860;LIT;A320;3;5; - ;;117
4017860;4FI;4017860;STO;A162;3;6; - ;;117
4017860;4FI;4017860;STO;A162;4;1; - ;;117
4017860;4FI;4017860;LIT;A162;4;2; - ;;117
4017860;3BE;4017860;LIT;A320;4;4; - ;;117
4017860;5BE;4017860;LIT;A312;4;5; - ;;117
4017860;5BE;4017860;LIT;A312;4;6; - ;;117
4017860;3BE;4017860;STO;A320;5;5; - ;;117
4017860;3BE;4017860;STO;A320;5;6; - ;;117
5644858;5AL;5644858;STO;A063;1;1; - ;;117
5644858;5AL;5644858;STO;A063;1;2; - ;;117
5644858;4AL;5644858;LIT;A241;1;3; - ;;117
5644858;4AL;5644858;LIT;A241;1;4; - ;;117
5644858;5AL;5644858;LIT;A063;2;1; - ;;117
5644858;4AL;5644858;STO;A241;2;2; - ;;117
5644858;4AL;5644858;LIT;A241;2;3; - ;;117
5644858;4AL;5644858;STO;A241;4;2; - ;;117
5644858;5AL;5644858;LIT;A063;4;3; - ;;117
5644858;4AL;5644858;LIT;A241;5;1; - ;;117
5644858;5AL;5644858;LIT;A063;5;3; - ;;117
5644858;5AL;5644858;LIT;A063;5;4; - ;;117
4414157;1QL;4414157;SUPPLENZA PROVV. D;A319;1;1; - ;;117
4414157;;4414157;D1;;1;2; - ;;117
4414157;1BI;4414157;ING;A106;2;5; - ;;117
4414157;2BI;4414157;ING;A108;2;6; - ;;117
4414157;5BI;4414157;ING;A210;3;1; - ;;117
4414157;4GI;4414157;ING;A161;3;2; - ;;117
4414157;4FI;4414157;ING;A162;3;3; - ;;117
4414157;1BI;4414157;ING;A106;3;4; - ;;117
4414157;5BI;4414157;ING;A207;4;1; - ;;117
4414157;2BI;4414157;ING;A108;4;2; - ;;117
4414157;4FI;4414157;ING;A162;4;3; - ;;117
4414157;;4414157;D1;;4;5; - ;;117
4414157;4GI;4414157;ING;A161;4;6; - ;;117
4414157;1BI;4414157;ING;A106;5;1; - ;;117
4414157;2BI;4414157;ING;A108;5;2; - ;;117
4414157;4GI;4414157;ING;A161;5;3; - ;;117
4414157;5BI;4414157;ING;A309;5;5; - ;;117
4414157;4FI;4414157;ING;A162;5;6; - ;;117
520056;2DI;520056;ING;A110;1;1; - ;;117
520056;1FL;520056;ING;A217;1;2; - ;;117
520056;1CI;520056;ING;A208;1;3; - ;;117
520056;1DI;520056;ING;A109;2;5; - ;;117
520056;1FL;520056;ING;A217;2;6; - ;;117
520056;2CI;520056;ING;A201;3;1; - ;;117
520056;1FL;520056;ING;A217;3;3; - ;;117
520056;2DI;520056;ING;A110;3;4; - ;;117
520056;;520056;D1;;3;5; - ;;117
520056;1DI;520056;ING;A109;3;6; - ;;117
520056;;520056;D1;;4;3; - ;;117
520056;1CI;520056;ING;A208;4;4; - ;;117
520056;1PE;520056;SUPPLENZA PROVV. D;A314;4;5; - ;;117
520056;2CI;520056;ING;A201;4;6; - ;;117
520056;2DI;520056;ING;A110;5;3; - ;;117
520056;2CI;520056;ING;A201;5;4; - ;;117
520056;1DI;520056;ING;A109;5;5; - ;;117
520056;1CI;520056;ING;A208;5;6; - ;;117
4130072;1PE;4130072;CHI;A314;1;1; - ;;117
4130072;2OE;4130072;CHI;A317;1;2; - ;;117
4130072;;4130072;D1;;1;3; - ;;117
4130072;1QL;4130072;CHI;A319;1;4; - ;;117
4130072;;4130072;D1;;2;4; - ;;117
4130072;1OE;4130072;CHI;L015;2;5; - ;;117
4130072;;4130072;D1;;2;6; - ;;117
4130072;1PE;4130072;CHI;L015;3;1; - ;;117
4130072;;4130072;D1;;3;2; - ;;117
4130072;2PE;4130072;SUPPLENZA PROVV. D;A316;3;4; - ;;117
4130072;1QL;4130072;CHI;L015;3;5; - ;;117
4130072;1OE;4130072;CHI;A315;3;6; - ;;117
4130072;2OE;4130072;CHI;L019;4;4; - ;;117
4130072;1OE;4130072;CHI;A315;4;5; - ;;117
4130072;1PE;4130072;CHI;A314;4;6; - ;;117
4130072;1QL;4130072;CHI;A319;5;2; - ;;117
4130072;;4130072;D1;;5;3; - ;;117
4130072;2OE;4130072;CHI;A317;5;4; - ;;117
311967;3AI;311967;MAT;A122;1;4; - ;;117
311967;1AI;311967;MAT;A105;1;5; - ;;117
311967;2AI;311967;MAT;A107;1;6; - ;;117
311967;3AI;311967;MAT;A122;2;1; - ;;117
311967;4AI;311967;MAT;A163;2;2; - ;;117
311967;2AI;311967;MAT;A107;2;3; - ;;117
311967;2AI;311967;MAT;A107;2;4; - ;;117
311967;1AI;311967;MAT;A105;2;6; - ;;117
311967;3AI;311967;MAT;A122;3;2; - ;;117
311967;4AI;311967;MAT;A163;3;3; - ;;117
311967;1AI;311967;MAT;A105;3;4; - ;;117
311967;5AI;311967;MAT;A206;3;5; - ;;117
311967;2AI;311967;MAT;A107;3;6; - ;;117
311967;1AI;311967;MAT;A105;4;5; - ;;117
311967;5AI;311967;MAT;A206;4;6; - ;;117
311967;5AI;311967;MAT;A206;5;2; - ;;117
311967;4AI;311967;MAT;A163;5;4; - ;;117
311967;2AI;311967;MAT;A107;5;5; - ;;117
311967;3AI;311967;CMP;A122;5;6; - ;;117
99999;;99999;D1;;1;1; - ;;117
99999;;99999;D1;;1;2; - ;;117
99999;;99999;D1;;1;3; - ;;117
99999;;99999;D1;;2;4; - ;;117
99999;;99999;D1;;2;5; - ;;117
99999;;99999;D1;;2;6; - ;;117
99999;;99999;D1;;3;3; - ;;117
99999;;99999;D1;;3;4; - ;;117
99999;;99999;D1;;3;5; - ;;117
99999;;99999;D1;;3;6; - ;;117
99999;;99999;D1;;4;1; - ;;117
99999;;99999;D1;;4;2; - ;;117
99999;;99999;D1;;4;3; - ;;117
99999;2PE;99999;SUPPLENZA PROVV. D;A316;5;1; - ;;117
99999;;99999;D1;;5;2; - ;;117
99999;;99999;D1;;5;3; - ;;117
99999;;99999;D1;;5;4; - ;;117
99999;;99999;D1;;5;5; - ;;117
5747832;2HL;5747832;ING;A209;1;1; - ;;117
5747832;1HL;5747832;ING;A207;1;2; - ;;117
5747832;1PE;5747832;ING;A314;1;4; - ;;117
5747832;1OE;5747832;ING;A315;1;5; - ;;117
5747832;2PE;5747832;ING;A316;1;6; - ;;117
5747832;2PE;5747832;ING;A316;2;2; - ;;117
5747832;1OE;5747832;ING;A315;2;3; - ;;117
5747832;2RI;5747832;ING;A301;2;4; - ;;117
5747832;1PE;5747832;ING;A314;2;6; - ;;117
5747832;2RI;5747832;ING;A301;3;3; - ;;117
5747832;1HL;5747832;ING;A207;3;4; - ;;117
5747832;2HL;5747832;ING;A209;3;5; - ;;117
5747832;1PE;5747832;ING;A314;3;6; - ;;117
5747832;1OE;5747832;ING;A315;4;1; - ;;117
5747832;2HL;5747832;ING;A209;5;3; - ;;117
5747832;1HL;5747832;ING;A207;5;4; - ;;117
5747832;2RI;5747832;ING;A301;5;5; - ;;117
5747832;2PE;5747832;ING;A316;5;6; - ;;117
5246279;4GI;5246279;STO;A161;1;1; - ;;117
5246279;3BL;5246279;LIT;A222;1;2; - ;;117
5246279;5DI;5246279;LIT;A203;1;4; - ;;117
5246279;5DI;5246279;LIT;A216;2;1; - ;;117
5246279;5DI;5246279;STO;A216;2;2; - ;;117
5246279;3BL;5246279;LIT;A222;2;3; - ;;117
5246279;3BL;5246279;STO;A222;3;1; - ;;117
5246279;5DI;5246279;STO;A219;3;2; - ;;117
5246279;4GI;5246279;LIT;A161;3;3; - ;;117
5246279;4GI;5246279;LIT;A161;3;4; - ;;117
5246279;5DI;5246279;LIT;A321;4;1; - ;;117
5246279;4GI;5246279;LIT;A161;4;2; - ;;117
5246279;3BL;5246279;LIT;A222;4;3; - ;;117
5246279;4GI;5246279;LIT;A161;4;4; - ;;117
5246279;3BL;5246279;LIT;A222;5;3; - ;;117
5246279;5DI;5246279;LIT;A303;5;4; - ;;117
5246279;4GI;5246279;STO;A161;5;5; - ;;117
5246279;4GI;5246279;LIT;A161;5;6; - ;;117
5729612;2CI;5729612;MAT;A201;1;1; - ;;117
5729612;;5729612;D1;;1;2; - ;;117
5729612;2QL;5729612;MAT;A318;1;3; - ;;117
5729612;2QL;5729612;MAT;A318;1;4; - ;;117
5729612;1QL;5729612;MAT;A319;1;5; - ;;117
5729612;1QL;5729612;MAT;A319;1;6; - ;;117
5729612;1QL;5729612;MAT;A319;2;3; - ;;117
5729612;2CI;5729612;MAT;A201;2;4; - ;;117
5729612;1CI;5729612;MAT;A208;2;5; - ;;117
5729612;1CI;5729612;MAT;A208;2;6; - ;;117
5729612;1SE;5729612;SUPPLENZA PROVV. D;A321;3;1; - ;;117
5729612;1CI;5729612;MAT;A208;3;2; - ;;117
5729612;2CI;5729612;MAT;A201;4;1; - ;;117
5729612;2QL;5729612;MAT;A318;4;2; - ;;117
5729612;2CI;5729612;MAT;A201;5;2; - ;;117
5729612;1CI;5729612;MAT;A208;5;3; - ;;117
5729612;1QL;5729612;MAT;A319;5;5; - ;;117
5729612;2QL;5729612;MAT;A318;5;6; - ;;117
5707654;2AI;5707654;GEO;A107;1;1; - ;;117
5707654;2FL;5707654;GEO;A215;1;2; - ;;117
5707654;2DI;5707654;GEO;A110;1;4; - ;;117
5707654;2SE;5707654;GEO;A323;1;5; - ;;117
5707654;2CI;5707654;GEO;A201;1;6; - ;;117
5707654;2BI;5707654;GEO;A108;2;1; - ;;117
5707654;2OE;5707654;GEO;A317;2;2; - ;;117
5707654;2HL;5707654;GEO;A209;3;1; - ;;117
5707654;2PE;5707654;GEO;A316;3;2; - ;;117
5707654;2EI;5707654;GEO;A219;3;3; - ;;117
5707654;2CI;5707654;GEO;A201;3;4; - ;;117
5707654;2LE;5707654;GEO;A212;3;6; - ;;117
5707654;2NE;5707654;GEO;A310;4;4; - ;;117
5707654;2RI;5707654;GEO;A301;4;5; - ;;117
5707654;2BI;5707654;GEO;A108;4;6; - ;;117
5707654;2IL;5707654;GEO;A303;5;1; - ;;117
5707654;2QL;5707654;GEO;A318;5;2; - ;;117
2799894;5DI;2799894;GPI;L141;1;2; - ;;117
2799894;4GI;2799894;SRI;A161;1;3; - ;;117
2799894;5DI;2799894;SRI;A218;1;5; - ;;117
2799894;5DI;2799894;GPI;A218;1;6; - ;;117
2799894;4GI;2799894;SRI;L247;2;2; - ;;117
2799894;4GI;2799894;TPI;L247;2;3; - ;;117
2799894;4GI;2799894;TPI;L247;3;1; - ;;117
2799894;3BI;2799894;SRI;A221;3;2; - ;;117
2799894;3BI;2799894;SRI;L142;3;3; - ;;117
2799894;5DI;2799894;SRI;A307;3;4; - ;;117
2799894;5DI;2799894;SRI;L141;3;5; - ;;117
2799894;4GI;2799894;SRI;L247;4;1; - ;;117
2799894;3BI;2799894;SRI;L142;4;2; - ;;117
2799894;3BI;2799894;SRI;A221;4;3; - ;;117
2799894;4GI;2799894;SRI;A161;5;1; - ;;117
2799894;5DI;2799894;GPI;L141;5;2; - ;;117
2799894;5DI;2799894;SRI;L141;5;3; - ;;117
2799894;4GI;2799894;TPI;A161;5;4; - ;;117
331410;5BI;331410;INI;A215;1;1; - ;;117
331410;5BI;331410;INI;L145;1;2; - ;;117
331410;4CI;331410;INI;L141;1;5; - ;;117
331410;4GI;331410;INI;A161;1;6; - ;;117
331410;4CI;331410;INI;A261;2;2; - ;;117
331410;4CI;331410;INI;L141;2;3; - ;;117
331410;5BI;331410;INI;A206;2;4; - ;;117
331410;4GI;331410;INI;A161;2;5; - ;;117
331410;4GI;331410;INI;A161;2;6; - ;;117
331410;5BI;331410;INI;A318;3;2; - ;;117
331410;5BI;331410;INI;L145;3;3; - ;;117
331410;4CI;331410;INI;A261;3;4; - ;;117
331410;4GI;331410;INI;L247;3;5; - ;;117
331410;4GI;331410;INI;L247;3;6; - ;;117
331410;4GI;331410;INI;L247;4;5; - ;;117
331410;4CI;331410;INI;A261;4;6; - ;;117
331410;4CI;331410;INI;L141;5;1; - ;;117
331410;5BI;331410;INI;L145;5;2; - ;;117
5644868;3EI;5644868;ING;A218;1;3; - ;;117
5644868;5EI;5644868;ING;A064;1;4; - ;;117
5644868;4EI;5644868;ING;A109;1;5; - ;;117
5644868;2LE;5644868;ING;A212;1;6; - ;;117
5644868;2LE;5644868;ING;A212;2;4; - ;;117
5644868;5EI;5644868;ING;A321;2;5; - ;;117
5644868;3EI;5644868;ING;A218;2;6; - ;;117
5644868;4EI;5644868;ING;A203;3;1; - ;;117
5644868;2LE;5644868;ING;A212;3;2; - ;;117
5644868;5EI;5644868;ING;A222;3;3; - ;;117
5644868;4EI;5644868;ING;A317;4;5; - ;;117
5644868;3EI;5644868;ING;A218;4;6; - ;;117
3436375;1HL;3436375;LIT;A207;1;4; - ;;117
3436375;1HL;3436375;LIT;A207;1;5; - ;;117
3436375;2HL;3436375;STO;A209;1;6; - ;;117
3436375;2HL;3436375;STO;A209;2;1; - ;;117
3436375;2HL;3436375;LIT;A209;2;2; - ;;117
3436375;1HL;3436375;STO;A207;2;3; - ;;117
3436375;1HL;3436375;STO;A207;2;4; - ;;117
3436375;2HL;3436375;LIT;A209;3;3; - ;;117
3436375;2HL;3436375;LIT;A209;3;4; - ;;117
3436375;1HL;3436375;LIT;A207;3;5; - ;;117
3436375;1HL;3436375;LIT;A207;3;6; - ;;117
3436375;2HL;3436375;LIT;A209;5;6; - ;;117
312067;4BI;312067;MAT;A223;1;1; - ;;117
312067;2BI;312067;MAT;A108;1;3; - ;;117
312067;3BI;312067;MAT;A221;1;4; - ;;117
312067;1BI;312067;MAT;A106;1;5; - ;;117
312067;5BI;312067;MAT;A241;1;6; - ;;117
312067;1BI;312067;MAT;A106;2;1; - ;;117
312067;1BI;312067;MAT;A106;2;2; - ;;117
312067;2BI;312067;MAT;A108;2;4; - ;;117
312067;2BI;312067;MAT;A108;2;5; - ;;117
312067;4BI;312067;MAT;A223;2;6; - ;;117
312067;2BI;312067;MAT;A108;3;4; - ;;117
312067;2BI;312067;MAT;A108;3;5; - ;;117
312067;1BI;312067;MAT;A106;3;6; - ;;117
312067;4BI;312067;MAT;A223;4;1; - ;;117
312067;5BI;312067;MAT;A207;4;2; - ;;117
312067;1BI;312067;MAT;A106;5;3; - ;;117
312067;2BI;312067;MAT;A108;5;4; - ;;117
312067;3BI;312067;MAT;A221;5;5; - ;;117
312067;5BI;312067;MAT;A309;5;6; - ;;117
2760630;3BL;2760630;ING;A222;1;1; - ;;117
2760630;3AL;2760630;ING;A220;1;2; - ;;117
2760630;5AL;2760630;ING;A063;1;3; - ;;117
2760630;4AL;2760630;ING;A241;2;1; - ;;117
2760630;;2760630;D1;;2;2; - ;;117
2760630;4BL;2760630;ING;A243;2;3; - ;;117
2760630;5AL;2760630;ING;A063;2;5; - ;;117
2760630;3AL;2760630;ING;A220;2;6; - ;;117
2760630;;2760630;D1;;3;6; - ;;117
2760630;5AL;2760630;ING;A063;4;1; - ;;117
2760630;1CI;2760630;SUPPLENZA PROVV. D;A208;4;3; - ;;117
2760630;3BL;2760630;ING;A222;4;4; - ;;117
2760630;4BL;2760630;ING;A243;4;5; - ;;117
2760630;4AL;2760630;ING;A241;4;6; - ;;117
2760630;3BL;2760630;ING;A222;5;1; - ;;117
2760630;3AL;2760630;ING;A220;5;2; - ;;117
2760630;4BL;2760630;ING;A243;5;4; - ;;117
2760630;4AL;2760630;ING;A241;5;5; - ;;117
312078;2ME;312078;ING;A312;1;1; - ;;117
312078;2AI;312078;ING;A107;1;2; - ;;117
312078;1DI;312078;SUPPLENZA PROVV. D;A109;1;3; - ;;117
312078;2OE;312078;ING;A317;1;5; - ;;117
312078;1AI;312078;ING;A105;1;6; - ;;117
312078;;312078;D1;;2;4; - ;;117
312078;2AI;312078;ING;A107;2;5; - ;;117
312078;1ME;312078;ING;A309;2;6; - ;;117
312078;2AI;312078;ING;A107;3;4; - ;;117
312078;1ME;312078;ING;A309;3;5; - ;;117
312078;1AI;312078;ING;A105;3;6; - ;;117
312078;1AI;312078;ING;A105;4;1; - ;;117
312078;2ME;312078;ING;A312;4;2; - ;;117
312078;2AI;312078;ING;A107;4;4; - ;;117
312078;1ME;312078;ING;A309;4;5; - ;;117
312078;2OE;312078;ING;A317;4;6; - ;;117
312078;2OE;312078;ING;A317;5;5; - ;;117
312078;;312078;D1;;5;6; - ;;117
2394676;5AC;2394676;SCM;A264;1;1; - ;;117
2394676;5AC;2394676;SCM;A264;1;3; - ;;117
2394676;5AL;2394676;MML;L048;1;4; - ;;117
2394676;4AC;2394676;SCM;A263;1;5; - ;;117
2394676;5BL;2394676;MML;A064;1;6; - ;;117
2394676;5AC;2394676;SCM;L046;2;3; - ;;117
2394676;5AC;2394676;SCM;A264;2;4; - ;;117
2394676;4AC;2394676;SCM;A263;2;5; - ;;117
2394676;4AC;2394676;SCM;L048;2;6; - ;;117
2394676;5BL;2394676;MML;L048;3;4; - ;;117
2394676;5AL;2394676;MML;L204;3;5; - ;;117
2394676;5AC;2394676;SCM;L046;3;6; - ;;117
2394676;5BL;2394676;MML;L204;4;3; - ;;117
2394676;5AC;2394676;SCM;L046;4;5; - ;;117
2394676;5AC;2394676;SCM;L048;4;6; - ;;117
2394676;4AC;2394676;SCM;L046;5;3; - ;;117
2394676;4AC;2394676;SCM;L046;5;4; - ;;117
2394676;5AC;2394676;SCM;L046;5;5; - ;;117
2394676;5AL;2394676;MML;A063;5;6; - ;;117
3436378;5CI;3436378;LIT;A122;1;1; - ;;117
3436378;5CI;3436378;LIT;A122;1;2; - ;;117
3436378;3CI;3436378;LIT;A120;1;4; - ;;117
3436378;3CI;3436378;LIT;A120;1;5; - ;;117
3436378;4CI;3436378;STO;A261;1;6; - ;;117
3436378;4CI;3436378;STO;A261;2;5; - ;;117
3436378;4CI;3436378;LIT;A261;2;6; - ;;117
3436378;3CI;3436378;LIT;A120;3;1; - ;;117
3436378;4CI;3436378;LIT;A261;3;3; - ;;117
3436378;3CI;3436378;LIT;A120;3;4; - ;;117
3436378;5CI;3436378;STO;A201;3;5; - ;;117
3436378;5CI;3436378;LIT;A201;3;6; - ;;117
3436378;5CI;3436378;LIT;A309;4;3; - ;;117
3436378;4CI;3436378;LIT;A261;4;4; - ;;117
3436378;3CI;3436378;STO;A120;4;5; - ;;117
3436378;3CI;3436378;STO;A120;4;6; - ;;117
3436378;3CI;3436378;STO;A120;5;1; - ;;117
3436378;5CI;3436378;STO;A212;5;2; - ;;117
4127145;3AL;4127145;LIT;A220;1;4; - ;;117
4127145;5AT;4127145;STO;A062;1;5; - ;;117
4127145;5AT;4127145;LIT;A062;2;1; - ;;117
4127145;5AT;4127145;LIT;A062;2;2; - ;;117
4127145;4DI;4127145;LIT;A164;2;3; - ;;117
4127145;3AL;4127145;LIT;A220;2;4; - ;;117
4127145;3AL;4127145;LIT;A220;2;5; - ;;117
4127145;4DI;4127145;STO;A164;3;1; - ;;117
4127145;3AL;4127145;STO;A220;3;3; - ;;117
4127145;3AL;4127145;STO;A220;4;1; - ;;117
4127145;3AL;4127145;LIT;A220;4;2; - ;;117
4127145;4DI;4127145;LIT;A164;4;3; - ;;117
4127145;4DI;4127145;STO;A164;4;4; - ;;117
4127145;5AT;4127145;LIT;A062;4;6; - ;;117
4127145;5AT;4127145;STO;A062;5;1; - ;;117
4127145;5AT;4127145;LIT;A062;5;2; - ;;117
4127145;4DI;4127145;LIT;A164;5;3; - ;;117
4127145;4DI;4127145;LIT;A164;5;4; - ;;117
311942;3BI;311942;INI;L142;1;1; - ;;117
311942;5BI;311942;INI;L145;1;2; - ;;117
311942;4BI;311942;INI;L247;1;3; - ;;117
311942;5BI;311942;SRI;L145;2;1; - ;;117
311942;3BI;311942;INI;L142;2;2; - ;;117
311942;5BI;311942;SRI;L145;2;3; - ;;117
311942;4BI;311942;TPI;L247;2;4; - ;;117
311942;4BI;311942;SRI;L247;2;5; - ;;117
311942;5BI;311942;INI;L145;3;3; - ;;117
311942;4BI;311942;INI;L247;3;4; - ;;117
311942;4BI;311942;SRI;L247;4;3; - ;;117
311942;5BI;311942;TPI;L145;4;4; - ;;117
311942;5BI;311942;TPI;L145;4;6; - ;;117
311942;4BI;311942;INI;L247;5;1; - ;;117
311942;5BI;311942;INI;L145;5;2; - ;;117
311942;3BI;311942;INI;L142;5;3; - ;;117
311942;5BI;311942;TPI;L145;5;4; - ;;117
311942;4BI;311942;TPI;L247;5;6; - ;;117
99998;;99998;D1;;1;3; - ;;117
99998;;99998;D1;;1;4; - ;;117
99998;;99998;D1;;1;5; - ;;117
99998;;99998;D1;;1;6; - ;;117
99998;;99998;D1;;2;1; - ;;117
99998;;99998;D1;;2;2; - ;;117
99998;;99998;D1;;2;3; - ;;117
99998;;99998;D1;;2;4; - ;;117
99998;;99998;D1;;3;1; - ;;117
99998;;99998;D1;;3;2; - ;;117
99998;;99998;D1;;3;3; - ;;117
99998;;99998;D1;;4;1; - ;;117
99998;;99998;D1;;4;2; - ;;117
99998;;99998;D1;;4;3; - ;;117
99998;;99998;D1;;5;3; - ;;117
99998;;99998;D1;;5;4; - ;;117
99998;;99998;D1;;5;5; - ;;117
99998;1DI;99998;SUPPLENZA PROVV. D;A109;5;6; - ;;117
5753569;5BL;5753569;ELL;L342;1;4; - ;;117
5753569;3AL;5753569;ELL;L342;1;5; - ;;117
5753569;3AC;5753569;ELC;L347;1;6; - ;;117
5753569;4BL;5753569;ELL;L342;2;1; - ;;117
5753569;5AL;5753569;ELL;L342;2;2; - ;;117
5753569;4AC;5753569;ELC;L347;2;3; - ;;117
5753569;3AC;5753569;ELC;L347;3;1; - ;;117
5753569;5AL;5753569;ELL;L342;3;2; - ;;117
5753569;4BL;5753569;ELL;L342;3;3; - ;;117
5753569;3BL;5753569;ELL;L342;3;4; - ;;117
5753569;4AC;5753569;ELC;L347;4;1; - ;;117
5753569;5AC;5753569;ELC;L347;4;2; - ;;117
5753569;4AL;5753569;ELL;L342;4;3; - ;;117
5753569;5BL;5753569;ELL;L342;5;1; - ;;117
5753569;5AC;5753569;ELC;L347;5;2; - ;;117
5753569;4AL;5753569;ELL;L342;5;4; - ;;117
5753569;3BL;5753569;ELL;L342;5;5; - ;;117
5753569;3AL;5753569;ELL;L342;5;6; - ;;117
3436374;1HL;3436374;MAT;A207;1;1; - ;;117
3436374;2HL;3436374;MAT;A209;1;3; - ;;117
3436374;4AT;3436374;CMP;A061;1;4; - ;;117
3436374;1HL;3436374;MAT;A207;2;1; - ;;117
3436374;1HL;3436374;MAT;A207;2;2; - ;;117
3436374;5AT;3436374;MAT;A062;2;3; - ;;117
3436374;2HL;3436374;MAT;A209;2;5; - ;;117
3436374;3AT;3436374;MAT;A205;2;6; - ;;117
3436374;3FI;3436374;MAT;A205;2;6; - ;;117
3436374;3AT;3436374;MAT;A205;3;4; - ;;117
3436374;3FI;3436374;MAT;A205;3;4; - ;;117
3436374;5AT;3436374;MAT;A062;3;5; - ;;117
3436374;2HL;3436374;MAT;A209;3;6; - ;;117
3436374;2HL;3436374;MAT;A209;4;1; - ;;117
3436374;5AT;3436374;MAT;A062;4;2; - ;;117
3436374;3AT;3436374;MAT;A205;4;3; - ;;117
3436374;3FI;3436374;MAT;A205;4;3; - ;;117
3436374;4AT;3436374;MAT;A061;4;4; - ;;117
3436374;1HL;3436374;MAT;A207;4;5; - ;;117
3436374;1HL;3436374;MAT;A207;5;1; - ;;117
3436374;4AT;3436374;MAT;A061;5;2; - ;;117
3436374;4AT;3436374;MAT;A061;5;3; - ;;117
3436371;1BI;3436371;SCT;A106;1;1; - ;;117
3436371;;3436371;D1;;1;2; - ;;117
3436371;2EI;3436371;SCT;A219;2;1; - ;;117
3436371;;3436371;D1;;2;2; - ;;117
3436371;2BI;3436371;SCT;A108;2;3; - ;;117
3436371;1AI;3436371;SCT;A105;2;4; - ;;117
3436371;2AI;3436371;SCT;A107;3;3; - ;;117
3436371;;3436371;D1;;3;4; - ;;117
3436371;1BI;3436371;SCT;A106;3;5; - ;;117
3436371;2EI;3436371;SCT;A219;3;6; - ;;117
3436371;1QL;3436371;SUPPLENZA PROVV. D;A319;4;1; - ;;117
3436371;;3436371;D1;;4;2; - ;;117
3436371;;3436371;D1;;4;3; - ;;117
3436371;;3436371;D1;;5;2; - ;;117
3436371;;3436371;D1;;5;3; - ;;117
3436371;1AI;3436371;SCT;A105;5;4; - ;;117
3436371;2BI;3436371;SCT;A108;5;5; - ;;117
3436371;2AI;3436371;SCT;A107;5;6; - ;;117
5315916;1RI;5315916;TRG;L044;2;1; - ;;117
5315916;1QL;5315916;TRG;L044;2;2; - ;;117
5315916;2QL;5315916;TRG;L043;2;3; - ;;117
5315916;2QL;5315916;TRG;L043;2;3; - ;;117
5315916;2QL;5315916;TRG;L043;3;2; - ;;117
5315916;1QL;5315916;TRG;A319;3;4; - ;;117
5315916;1RI;5315916;TRG;A305;3;5; - ;;117
5315916;2RI;5315916;TRG;L043;3;6; - ;;117
5315916;2RI;5315916;TRG;L043;4;1; - ;;117
5315916;2RI;5315916;TRG;L043;4;1; - ;;117
5315916;1RI;5315916;TRG;L044;5;1; - ;;117
5315916;1RI;5315916;TRG;L044;5;1; - ;;117
5315916;2RI;5315916;TRG;A301;5;2; - ;;117
5315916;2QL;5315916;TRG;A318;5;3; - ;;117
5315916;1QL;5315916;TRG;L044;5;4; - ;;117
5315916;1QL;5315916;TRG;L044;5;4; - ;;117
4408144;5AI;4408144;ING;A206;1;4; - ;;117
4408144;4BI;4408144;ING;A223;1;5; - ;;117
4408144;3BI;4408144;ING;A221;1;6; - ;;117
4408144;5AI;4408144;ING;A206;2;1; - ;;117
4408144;3AI;4408144;ING;A122;2;2; - ;;117
4408144;3AI;4408144;ING;A122;3;1; - ;;117
4408144;4BI;4408144;ING;A223;3;2; - ;;117
4408144;;4408144;D1;;3;3; - ;;117
4408144;4AI;4408144;ING;A163;3;5; - ;;117
4408144;5AI;4408144;ING;A206;3;6; - ;;117
4408144;1PE;4408144;SUPPLENZA PROVV. D;A314;4;2; - ;;117
4408144;;4408144;D1;;4;3; - ;;117
4408144;4BI;4408144;ING;A223;4;4; - ;;117
4408144;3BI;4408144;ING;A221;4;5; - ;;117
4408144;4AI;4408144;ING;A163;4;6; - ;;117
4408144;3BI;4408144;ING;A221;5;4; - ;;117
4408144;3AI;4408144;ING;A122;5;5; - ;;117
4408144;4AI;4408144;ING;A163;5;6; - ;;117
4408143;5BL;4408143;LIT;A064;1;1; - ;;117
4408143;3BI;4408143;STO;A221;1;2; - ;;117
4408143;3BI;4408143;LIT;A221;1;3; - ;;117
4408143;4BI;4408143;STO;A223;2;1; - ;;117
4408143;4BI;4408143;LIT;A223;2;2; - ;;117
4408143;3BI;4408143;STO;A221;2;3; - ;;117
